year,month,date,cluster_1,cluster_2,cluster_3,cluster_4
1968,1,1968-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1968,2,1968-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1968,12,1968-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1969,1,1969-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1969,2,1969-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1969,12,1969-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1970,1,1970-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1970,2,1970-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1970,12,1970-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1971,1,1971-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1971,2,1971-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1971,12,1971-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1972,1,1972-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1972,2,1972-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1972,12,1972-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1973,1,1973-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1973,2,1973-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1973,12,1973-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1974,1,1974-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1974,2,1974-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1974,12,1974-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1975,1,1975-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1975,2,1975-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1975,12,1975-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1976,1,1976-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1976,2,1976-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1976,12,1976-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1977,1,1977-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1977,2,1977-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1977,12,1977-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1978,1,1978-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1978,2,1978-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1978,12,1978-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1979,1,1979-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1979,2,1979-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1979,12,1979-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1980,1,1980-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1980,2,1980-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1980,12,1980-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1981,1,1981-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1981,2,1981-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1981,12,1981-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1982,1,1982-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1982,2,1982-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1982,12,1982-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1983,1,1983-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1983,2,1983-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1983,12,1983-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1984,1,1984-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1984,2,1984-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1984,12,1984-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1985,1,1985-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1985,2,1985-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1985,12,1985-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1986,1,1986-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1986,2,1986-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1986,12,1986-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1987,1,1987-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1987,2,1987-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1987,12,1987-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1988,1,1988-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1988,2,1988-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1988,12,1988-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1989,1,1989-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1989,2,1989-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1989,12,1989-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1990,1,1990-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1990,2,1990-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1990,12,1990-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1991,1,1991-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1991,2,1991-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1991,12,1991-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1992,1,1992-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1992,2,1992-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1992,12,1992-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1993,1,1993-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1993,2,1993-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1993,12,1993-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1994,1,1994-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1994,2,1994-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1994,12,1994-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1995,1,1995-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1995,2,1995-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
1995,12,1995-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1996,1,1996-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1996,2,1996-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1996,12,1996-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1997,1,1997-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
1997,2,1997-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1997,12,1997-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1998,1,1998-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1998,2,1998-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
1998,12,1998-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
1999,1,1999-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
1999,2,1999-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
1999,12,1999-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2000,1,2000-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2000,2,2000-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2000,12,2000-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2001,1,2001-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2001,2,2001-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2001,12,2001-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2002,1,2002-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2002,2,2002-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2002,12,2002-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2003,1,2003-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2003,2,2003-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2003,12,2003-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2004,1,2004-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2004,2,2004-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2004,12,2004-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2005,1,2005-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2005,2,2005-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2005,12,2005-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2006,1,2006-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2006,2,2006-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2006,12,2006-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2007,1,2007-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2007,2,2007-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2007,12,2007-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2008,1,2008-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2008,2,2008-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2008,12,2008-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2009,1,2009-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2009,2,2009-02-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2009,12,2009-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2010,1,2010-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2010,2,2010-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2010,12,2010-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2011,1,2011-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2011,2,2011-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2011,12,2011-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2012,1,2012-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2012,2,2012-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2012,12,2012-12-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2013,1,2013-01-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2013,2,2013-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2013,12,2013-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2014,1,2014-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2014,2,2014-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2014,12,2014-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2015,1,2015-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2015,2,2015-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2015,12,2015-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2016,1,2016-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2016,2,2016-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2016,12,2016-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2017,1,2017-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2017,2,2017-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2017,12,2017-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2018,1,2018-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2018,2,2018-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2018,12,2018-12-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2019,1,2019-01-15,-0.6172580461936706,1.1416800593332777,-0.6172580461936716,-0.11624998696749098
2019,2,2019-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2019,12,2019-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2020,1,2020-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2020,2,2020-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2020,12,2020-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2021,1,2021-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2021,2,2021-02-15,-0.6172580461936706,-0.8719918563411648,1.612835540054432,-0.11624998696749098
2021,12,2021-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2022,1,2022-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2022,2,2022-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2022,12,2022-12-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2023,1,2023-01-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2023,2,2023-02-15,1.6128355400544296,-0.8719918563411648,-0.6172580461936716,-0.11624998696749098
2023,12,2023-12-15,-0.6172580461936706,-0.8719918563411648,-0.6172580461936716,8.563749039938502
2024,1,2024-01-15,-0.6172580461936706,-0.8719918563411648,-0.6172580461936716,8.563749039938502
2024,2,2024-02-15,-0.6172580461936706,-0.8719918563411648,-0.6172580461936716,8.563749039938502
2024,12,2024-12-15,0.0,0.0,0.0,0.0
