year,month,frequency,index_value,binary_index,cluster_count,total_count,similarity
2003,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2003,12,1.0,1.612835540054432,1.0,1,1,100.0
2004,1,1.0,1.612835540054432,1.0,1,1,100.0
2004,2,1.0,1.612835540054432,1.0,1,1,100.0
2004,12,1.0,1.612835540054432,1.0,1,1,100.0
2005,1,1.0,1.612835540054432,1.0,1,1,100.0
2005,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2005,12,1.0,1.612835540054432,1.0,1,1,100.0
2006,1,1.0,1.612835540054432,1.0,1,1,100.0
2006,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2006,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2007,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2007,2,1.0,1.612835540054432,1.0,1,1,100.0
2007,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2008,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2008,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2008,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2009,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2009,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2009,12,1.0,1.612835540054432,1.0,1,1,100.0
2010,1,1.0,1.612835540054432,1.0,1,1,100.0
2010,2,1.0,1.612835540054432,1.0,1,1,100.0
2010,12,1.0,1.612835540054432,1.0,1,1,100.0
2011,1,1.0,1.612835540054432,1.0,1,1,100.0
2011,2,1.0,1.612835540054432,1.0,1,1,100.0
2011,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2012,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2012,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2012,12,1.0,1.612835540054432,1.0,1,1,100.0
2013,1,1.0,1.612835540054432,1.0,1,1,100.0
2013,2,1.0,1.612835540054432,1.0,1,1,100.0
2013,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2014,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2014,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2014,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2015,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2015,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2015,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2016,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2016,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2016,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2017,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2017,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2017,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2018,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2018,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2018,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2019,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2019,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2019,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2020,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2020,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2020,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2021,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2021,2,1.0,1.612835540054432,1.0,1,1,100.0
2021,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2022,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2022,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2022,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2023,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2023,2,0.0,-0.6172580461936716,0.0,0,1,0.0
2023,12,0.0,-0.6172580461936716,0.0,0,1,0.0
2024,1,0.0,-0.6172580461936716,0.0,0,1,0.0
2024,2,0.0,-0.6172580461936716,0.0,0,1,0.0
